"Pollutant","Aggregation level","State","County","Unit of measure","January","February","March","April","May","June","July","August","September","October","November","December"
"CO2","County","GA","Murray County","percent","-0.043379649773416275","-0.054646053434692046","-0.0430301837063086","-0.05543393640343171","-0.04286362669297415","-0.023043358386965983","-0.02628161782692125","-0.019787157592440742","-0.030576500166676894","-0.022483923229829866","-0.03780229677478109","-0.009048123106237845"
"PM25","County","GA","Murray County","percent","-0.04332111921178775","-0.054196133147267754","-0.04322208312068457","-0.055257386381150055","-0.042883527434193616","-0.023034962807147886","-0.026172009028860504","-0.019748000277546383","-0.03061392087855465","-0.022629774867351033","-0.037783283657847395","-0.009226348985209252"
"VOCS","County","GA","Murray County","percent","-0.0433279784470843","-0.054211197357899865","-0.04324140858618497","-0.05528184852849115","-0.042899586177445534","-0.023051246272297748","-0.026178703618387835","-0.01976018260734455","-0.0306158892180699","-0.022644104795585297","-0.03779983715593135","-0.0092343934124503"
"NH3","County","GA","Murray County","percent","-0.04332858106792153","-0.05420946370051544","-0.0432404312777022","-0.05528078623191575","-0.04289697829618877","-0.02304905542597372","-0.02617792448939883","-0.01975815185705203","-0.03061559700608129","-0.02264390777247613","-0.03779926882881716","-0.009236476198290386"
"SO2","County","GA","Polk County","emissions (pounds)","-0.3959981678296458","-0.06212935268109021","-0.41067378022810885","-0.10330302175158579","-1.4854205009779093","-2.0935513166107285","-1.8624994271159494","-1.7144454028676819","-1.4284001399423687","-0.5081403876392017","-0.10213814041929936","-0.15633043878091257"
"NOX","County","GA","Polk County","emissions (pounds)","-47.14744245404654","-12.326729282173801","-44.53343659537495","-15.166004886617884","-118.34024495186895","-170.55870216355834","-133.0222598537075","-130.5109012076573","-112.13957769921399","-63.69553089641704","-14.587512762916958","-20.302835495014733"
"CO2","County","GA","Polk County","emissions (tons)","-36.505719014970964","-6.299818804744973","-38.085627565336836","-11.19892028025788","-121.92579716446926","-173.98899033851194","-147.9748984175094","-139.2093028500385","-117.09906939102802","-49.38883664533205","-11.865272135622945","-16.655070812163103"
"PM25","County","GA","Polk County","emissions (pounds)","-4.7694130418199165","-0.8942672357883339","-4.871327467335277","-1.4953557063128073","-15.638283135904203","-22.26520475802772","-19.00704505259455","-17.87194920215552","-15.005906736068937","-6.418174935187835","-1.531957220312961","-2.0950550593604476"
"VOCS","County","GA","Polk County","emissions (pounds)","-1.8762927229688557","-0.35180578662112794","-1.9163859783208181","-0.5882747007652256","-6.152119053292154","-8.75915784532981","-7.477393969570585","-7.030845921536184","-5.903341430810087","-2.5249175988833485","-0.6026737795986037","-0.8241971344544368"
"NH3","County","GA","Polk County","emissions (pounds)","-4.115236352662578","-0.7716087924122803","-4.203172110179366","-1.2902514646586951","-13.49332311750004","-19.21129061715874","-16.400022826959685","-15.420617674470122","-12.947683994548242","-5.537852683219171","-1.321832684333458","-1.807695551950701"
"SO2","County","GA","Polk County","percent","-0.2236917772567554","-0.0992930994354918","-0.5510573519770601","-0.17488126292111864","-0.3090971364947846","-0.3612490126221668","-0.1884810155558213","-0.19014606651117918","-0.16403994583113227","-0.23793644206029022","-0.13443348603724975","-0.17336417010004665"
"NOX","County","GA","Polk County","percent","-0.22746201158353072","-0.1629315430895779","-0.4989582783007804","-0.21239326384364687","-0.2747349060477279","-0.3228106919177329","-0.1546500093104618","-0.1655076008983995","-0.14925746705859994","-0.27350874875097797","-0.15986540783743391","-0.18862231017547884"
"CO2","County","GA","Polk County","percent","-0.21768293093804691","-0.10468484956591102","-0.5343987510359292","-0.19708762938569876","-0.29516506030829565","-0.3471633709330839","-0.17611381832566553","-0.18125806860971932","-0.1586130179433624","-0.2505032550641591","-0.16254860110386005","-0.19336362915126187"
"PM25","County","GA","Polk County","percent","-0.22139670025984928","-0.11581537151943294","-0.5331789763271582","-0.20525259633069784","-0.2950593991520814","-0.34616289490599705","-0.17622963128735863","-0.18127699846157772","-0.15835664544143047","-0.2534953754711055","-0.16362149977082527","-0.18932811253635007"
